VIN,Time,DCLname,vType,startLaneId,destRoad
1025,11.6800,NorthBound0Entrance,COUPE,1,1st Street W
1026,11.8600,NorthBound0Entrance,SUV,0,1st Avenue N
1155,58.9000,NorthBound0Entrance,VAN,0,1st Street W
1030,13.5000,NorthBound0Entrance,VAN,2,1st Street W
1158,60.1800,NorthBound0Entrance,VAN,1,1st Avenue N
1032,14.7600,NorthBound0Entrance,SUV,0,1st Street E
1162,61.0800,NorthBound0Entrance,SEDAN,2,1st Street E
1164,62.1200,NorthBound0Entrance,SUV,1,1st Avenue N
1037,15.4200,NorthBound0Entrance,SEDAN,2,1st Street E
1040,16.4200,NorthBound0Entrance,SUV,1,1st Street W
1169,63.4600,NorthBound0Entrance,SUV,0,1st Avenue N
1044,17.6000,NorthBound0Entrance,SUV,0,1st Street E
1047,18.1000,NorthBound0Entrance,SUV,2,1st Street E
1175,65.4600,NorthBound0Entrance,VAN,2,1st Street E
1048,18.1200,NorthBound0Entrance,SUV,1,1st Street W
1176,65.5800,NorthBound0Entrance,VAN,1,1st Street E
1180,67.5800,NorthBound0Entrance,VAN,0,1st Avenue N
1183,68.9000,NorthBound0Entrance,SEDAN,1,1st Avenue N
1185,69.4400,NorthBound0Entrance,SEDAN,2,1st Avenue N
1189,70.1200,NorthBound0Entrance,SEDAN,0,1st Street E
1194,71.4800,NorthBound0Entrance,SUV,1,1st Street E
1067,25.7200,NorthBound0Entrance,SEDAN,1,1st Street E
1068,25.8600,NorthBound0Entrance,VAN,0,1st Street W
1197,74.5600,NorthBound0Entrance,SEDAN,1,1st Avenue N
1072,27.4400,NorthBound0Entrance,SUV,0,1st Street W
1200,75.4400,NorthBound0Entrance,SUV,2,1st Street W
1074,27.7000,NorthBound0Entrance,SEDAN,2,1st Avenue N
1202,76.4600,NorthBound0Entrance,SUV,1,1st Street E
1078,29.6400,NorthBound0Entrance,COUPE,0,1st Street E
1209,79.1600,NorthBound0Entrance,SUV,2,1st Street W
1084,32.3200,NorthBound0Entrance,SUV,2,1st Street W
1085,33.6000,NorthBound0Entrance,SEDAN,1,1st Street E
1214,81.8400,NorthBound0Entrance,COUPE,2,1st Street E
1088,34.6200,NorthBound0Entrance,VAN,2,1st Street W
1216,82.1400,NorthBound0Entrance,VAN,1,1st Street W
1219,83.2000,NorthBound0Entrance,SUV,2,1st Street W
